"","ANOVA.F","Type Healthy control - NLA","Type Healthy control - Other","Type Healthy control - PLS","Type NLA - Other","Type NLA - PLS","Type Other - PLS","FDR"
"678.3417@11.658358",0.0216325168538247,0.6164,0.1976,0.1039,0.054,0.0036,0.3306,0.0801486294985746
"717.5677@25.43041",0.47419308769033,0.2121,0.8917,0.8086,0.2146,0.2058,0.9137,0.58625364323904
"335.1525@3.8958597",0.872861017706285,0.4867,0.5492,0.4815,0.9424,0.9542,0.9806,0.909034098131031
"545.518@24.506918",0.0562908695477791,0.244,0.0408,0.0214,0.1998,0.0831,0.7435,0.158657252354893
"982.6726@19.484678",0.186638658132618,0.7998,0.107,0.433,0.0455,0.2404,0.2865,0.355400050160579
"669.4619@23.362186",0.456480419013187,0.6611,0.6884,0.3399,0.9837,0.165,0.1892,0.574841473605288
"399.3355@21.403807",0.535962722648376,0.892,0.3507,0.5117,0.2026,0.3693,0.6017,0.641348651259012
"384.339@22.79355",0.416173833317076,0.2219,0.4766,0.1193,0.6157,0.7399,0.4064,0.541450132418073
"769.5967@25.462175",0.599052622453939,0.7325,0.6282,0.2132,0.8729,0.3418,0.4572,0.692930535359831
"668.2342@8.508018",0.383699796685707,0.695,0.1653,0.9415,0.2809,0.6038,0.1093,0.518203258023904
"650.5281@24.850506",0.0820126474310275,0.9973,0.3558,0.0469,0.3066,0.0226,0.2197,0.208670404982358
"644.5385@26.732275",0.000132406559192,0.267,5e-04,3e-04,0.0032,0.0014,0.8649,0.00184502971733899
"486.3532@22.61448",0.982113338907996,0.7418,0.8732,0.7352,0.8262,0.9896,0.82,0.985417892538239
"723.5208@24.589148",0.00262881372862533,0.7321,0.0834,0.0054,0.0772,0.001,0.142,0.0164687448293293
"284.1414@8.920511",0.263113140012977,0.2611,0.0676,0.1159,0.4279,0.6858,0.65,0.425489904294304
"294.1219@5.025723",0.545150200830742,0.8358,0.6672,0.952,0.1559,0.4975,0.3679,0.648698283670101
"100.9576@0.5392162",0.130820448194965,0.1046,0.0294,0.3476,0.4808,0.3808,0.1222,0.280959521907565
"599.3957@22.822844",0.000761197804710845,0.0087,0.0016,8e-04,0.1514,0.0147,0.4028,0.00659852283037133
"493.3176@21.765862",0.4826294459943,0.3021,0.9872,0.9788,0.2166,0.1749,0.9905,0.594711160311984
"730.6017@24.971653",0.256714676190935,0.2018,0.0596,0.1404,0.4796,0.8907,0.5377,0.422474152539386
"652.5412@27.768549",7.04298810749737e-06,0.0261,0,0,0.0013,4e-04,0.9305,0.000307065442738375
"367.4183@22.277718",0.167355840658899,0.2753,0.0379,0.1412,0.1509,0.6017,0.2929,0.331377899631366
"429.3823@21.810738",0.282305787409029,0.3382,0.6528,0.3733,0.1757,0.0635,0.7027,0.446360476168464
"309.1381@2.452761",0.124802199780204,0.8116,0.1159,0.3779,0.0301,0.254,0.1835,0.272844691894845
"445.2539@8.608795",0.0426153334830784,0.3029,0.1108,0.1229,0.0216,0.0186,0.7589,0.132098674060852
"157.1465@15.268465",0.0350822818708048,0.0753,0.0045,0.0542,0.164,0.9345,0.1636,0.1137123527595
"360.1601@22.738245",0.189971198765695,0.1293,0.0376,0.1994,0.452,0.6987,0.2503,0.359841237093281
"340.2384@23.153805",0.127386356683909,0.1297,0.1837,0.0215,0.8826,0.414,0.3506,0.276467333065077
"717.5678@24.977999",6.40547143181402e-05,0.3725,5e-04,0.0028,1e-04,0.001,0.1867,0.00113451620875206
"138.0536@5.3438225",0.843382528482165,0.5912,0.8104,0.7729,0.3989,0.7513,0.5523,0.88680066993435
"369.3604@21.18159",0.547066710207602,0.6493,0.3339,0.7185,0.1658,0.4019,0.4956,0.649423937037846
"723.5195@25.082869",0.834355991450461,0.6137,0.6781,0.3768,0.9194,0.6918,0.6125,0.88102819041419
"448.1906@22.18912",0.000159898254578184,0.1808,0.0039,2e-04,0.0276,3e-04,0.1116,0.00209130085593045
"228.1337@11.28215",0.30858919220529,0.2199,0.0804,0.4975,0.5421,0.5145,0.2118,0.465223949017277
"677.4715@22.258665",0.000917247069445515,0.0159,3e-04,4e-04,0.1022,0.1921,0.6152,0.00759786322524035
"507.3327@22.13257",0.168285367005121,0.8411,0.0425,0.3729,0.0634,0.495,0.1771,0.33277650159766
"515.2338@22.114697",0.000323394625082796,0.7491,0.0073,0.0028,0.0021,3e-04,0.6045,0.00351957216057262
"858.163@1.8434372",0.668181852234803,0.9121,0.4604,0.6896,0.2549,0.568,0.493,0.748504238679257
"318.1887@22.75898",0.00021551858172919,0.0213,3e-04,6e-04,0.0039,0.0073,0.5391,0.00259675784530614
"709.5865@22.501392",0.181692405617254,0.8284,0.1427,0.1489,0.1181,0.1059,0.9089,0.350911109812598
"501.2543@22.597939",0.152440812904316,0.2285,0.5586,0.5357,0.0596,0.0396,0.9916,0.31307059509688
"245.1447@16.875238",0.147072650130081,0.0443,0.0786,0.0368,0.6921,0.9553,0.6357,0.305411311063999
"525.2863@24.552757",0.227703085385935,0.1188,0.0972,0.0618,0.835,0.735,0.9263,0.398350660561737
"386.173@16.846117",0.340630958201126,0.4278,0.0741,0.4396,0.2862,0.9451,0.235,0.484619044539961
"202.0453@0.6531305",0.199683502224068,0.0652,0.0514,0.0485,0.7366,0.6662,0.9581,0.369848573684579
"371.1287@19.746342",0.000176941752961235,0.071,2e-04,1e-04,0.017,0.0115,0.929,0.00223576401411188
"661.6378@28.120634",0.00964576409213491,0.703,0.0273,0.0546,0.005,0.0086,0.5867,0.0453685623387166
"428.2914@22.750229",4.30253446641604e-05,0.1795,4e-04,1e-04,0.0014,2e-04,0.6313,0.000855343851923509
"360.2672@22.02344",0.00449699144485916,0.4891,0.03,0.0036,0.0675,0.0037,0.2883,0.0249257035103532
"809.6751@25.940441",0.0628949281179367,0.0175,0.4019,0.0999,0.0488,0.2135,0.3279,0.172382973940889
"865.5171@24.650566",0.0101524098088465,0.3348,0.0057,0.0053,0.0474,0.0513,0.8535,0.0470100715061804
"608.3325@21.90969",0.718104472657022,0.2929,0.281,0.3081,0.9387,0.9149,0.8585,0.791002179408462
"631.6271@26.982624",0.00169766518827985,0.0013,0.0091,3e-04,0.5106,0.6933,0.295,0.0118281252136694
"543.3336@22.946602",0.311007215032301,0.4085,0.0749,0.303,0.2224,0.827,0.2746,0.466746137175129
"425.116@8.51103",0.425506561805663,0.2033,0.1428,0.2028,0.7985,0.9385,0.7316,0.548815124266647
"518.3227@18.568476",0.0948025313549947,0.8744,0.0581,0.2064,0.0293,0.1172,0.3732,0.229093313209558
"661.4759@22.248194",0.13132402283908,0.0926,0.0298,0.0734,0.538,0.9893,0.524,0.281327755823373
"673.5979@26.870567",0.00372085606744899,0.0017,9e-04,0.0202,0.7287,0.1781,0.1044,0.0217560643002605
